"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,RESOLUCION No 627 DE 2019 Y SUS ANEXOS,9008034321,UNION TEMPORAL PROCESOS TCH 2015,CONTRATO NO 382-2014,""174,085,581"",05/08/2019 12:00:00 AM,12/03/2019 12:00:00 AM,07/21/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189680";
AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Buenaventura,RESOLUCION 1052-2017 RESOLUCION 1414-2018,900225133 2,SOCIEDAD FERROCARRIL DEL PACIFICO SAS,09-CONP-98,0,08/02/2018 12:00:00 AM,08/06/2018 12:00:00 AM,10/25/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187758;
AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Buenaventura,RESOLUCION 822-2018 Y RESOLUCION 1284-2018,9002251332,SOCIEDAD FERROCARRIL DEL PACIFICO SAS,CONTRATO DE CONCESION NO 09-CONP-98-1998,0,07/18/2018 12:00:00 AM,07/24/2018 12:00:00 AM,01/30/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188056;
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Buenaventura,RESOLUCION No 20227070003255 Y SUS ANEXOS,8000840485,SOCIEDAD TERMINAL DE CONTENEDORES DE BUENAVENTURA,CONTRATO DE CONCRESION PORTUARIA NO 005 DE 2007,""140,491"",03/09/2022 12:00:00 AM,06/18/2022 12:00:00 AM,07/27/2022 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261811079";
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Cajamarca,RESOLUCION NO 20237070006835 Y SUS ANEXOS,900816750-3,APP GICA S.A,002-2015,""5,040,000,000"",06/07/2023 12:00:00 AM,09/07/2023 12:00:00 AM,10/10/2023 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261811481";
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Cali,RESOLUCION 1578-2014,8300525961,SOCIEDAD TREN DE OCCIDENTE S.A.,009-98,""71,861,239,773"",11/20/2014 12:00:00 AM,11/24/2014 12:00:00 AM,01/15/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181623";
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Cartagena,1380 DE 2019,900164755,ZONA FRANCA ARGOS SAS,CONTRATO DE CONCESION PORTUARIA NO 003-2010,""2,519,717,844"",06/10/2019 12:00:00 AM,06/11/2019 12:00:00 AM,07/26/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188716";
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Cartagena,RESOLUCION  108 DE 23 DE ENERO DE 2019,9008150146,SOCIEDAD COREMAR SHORE BASE S.A.,CONTRATO DE CONCESION PORTUARIA 002-2015,""31,896,305"",01/23/2019 12:00:00 AM,01/24/2019 12:00:00 AM,02/16/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188122";
AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Ciénaga,628 DE 2016 Y 1817 DE 2016,9003730922,SOCIEDAD YUMA CONCESIONARIA S.A.,CONTRATO DE CONCESION 007-2010,0,05/02/2016 12:00:00 AM,12/13/2016 12:00:00 AM,01/12/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184878;
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Corozal,RESOLUCION 915-2012,9001351683,SOCIEDAD AUTOPISTAS DE LA SABANA S.A.,002-2007,""855,456,000"",12/28/2012 12:00:00 AM,02/04/2013 12:00:00 AM,06/04/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618749";
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Montería,RESOLUCIÓN No 1539 DE 2019 Y ANEXOS,9003737833,SOCIEDAD VIAS DE LAS AMERICAS S.A.S.,CONTRATO DE CONCESION NO 008-2010,""141,238,288"",10/17/2019 12:00:00 AM,05/26/2020 12:00:00 AM,07/23/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189681";
AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Palmar de Varela,RESOLUCION  266-2017 R.R RESOLUCION 339 -2018,9008580964,SOCIEDAD CONCESIONARIA VIAL MONTES DE MARIA S.A.S.,CONTRATO DE CONCESION 007-2015,0,02/28/2017 12:00:00 AM,02/26/2018 12:00:00 AM,03/06/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186835;
AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Remedios,RESOLUCION 1528-2017; RESOLUCION 2018-2018,9007885480,SOCIEDAD AUTOPISTA RIO MAGDALENA SAS-GRUPO OHL,CONTRATO DE CONCESION 008-2014,0,11/08/2017 12:00:00 AM,11/02/2018 12:00:00 AM,11/27/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187857
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,San Miguel de Mocoa,RESOLUCION 1099-2018 Y RESOLUCION 1530-2018,9008665518,SOCIEDAD ALIADAS PARA EL PROGRESO SAS,CONTRATO DE CONCESION 012-2015,""2,194,708,075"",06/26/2018 12:00:00 AM,08/15/2018 12:00:00 AM,08/28/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187498";
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,San Miguel de Mocoa,RESOLUCION 1376 DE 2018  Y 2226 DE 2018,9008665518,SOCIEDAD ALIADAS PARA EL PROGRESO SAS,CONTRATO DE CONCESION 012-2015,""21,969,212,260"",07/30/2018 12:00:00 AM,12/10/2018 12:00:00 AM,12/20/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187940";
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Sandona,803/1273 de 2019,9002432795,SOCIEDAD PORTUARIA PUERTO HONDO S.A.,004-2011,""15,330,320"",08/26/2019 12:00:00 AM,09/02/2019 12:00:00 AM,09/11/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188838";
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Uribia,1461-2019,88390003481,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,001-2009,""3,120,736"",10/04/2019 12:00:00 AM,10/09/2019 12:00:00 AM,10/16/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188958";
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Uribia,1482 de 2016,8390003481,SOCIEDAD PORTUARIA DE LA PENINSULA SA,001-2009,""46,431,470"",10/10/2016 12:00:00 AM,10/10/2016 12:00:00 AM,02/05/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186715";
"AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),830125996,NACIONAL,NACIONAL DESCENTRALIZADO,Uribia,RESOLUCIONES 876 Y  929-2014,8390003481,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,001-2009,""1,035,129"",07/07/2014 12:00:00 AM,08/09/2014 12:00:00 AM,08/13/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181021";
"AGENCIA NACIONAL DE MINERÍA (ANM),900500018,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,0494 de 30 de julio de 2014,900.231.242-1,ESPINOSA ABOGADOS ASOCIADOS S.A.S,SGR-0159 DE 2013,""6,000,000"",07/30/2014 12:00:00 AM,09/29/2014 12:00:00 AM,11/12/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181443";
"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA (APC),900484852,NACIONAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,109,1032387942,JOSE MANUEL CORDOBA CASTILLO,051 DE 2019,""3,249,270"",06/04/2020 12:00:00 AM,06/04/2020 12:00:00 AM,06/08/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189619";
"AMAZONAS - ALCALDÍA MUNICIPIO DE LETICIA,890702034-2,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Leticia,122-2021,901253903,CONSORCIO A&M CALLE 11,176-2019,""3,279,892,553"",03/31/2021 12:00:00 AM,04/05/2021 12:00:00 AM,04/06/2021 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810338";
"ANTIOQUIA - AGENCIA PARA LA GESTIÓN DEL PAISAJE, EL PATRIMONIO Y LAS ALIANZAS PÚBLICO - PRIVADAS - MEDELLIN,900623766,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Medellín,111 y 112,811001742,VIRTUAL S.A.S.,2020169SU,""4,500,000"",11/18/2022 12:00:00 AM,11/18/2022 12:00:00 AM,11/30/2022 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261811241";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE ANZA,800100532-8,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Anza,052,900.659.669-0,CONSTRUCTORA SARGO S.A.S,147-2020,""1,658,082"",05/06/2021 12:00:00 AM,05/06/2021 12:00:00 AM,02/09/2022 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810898";
ANTIOQUIA - ALCALDÍA MUNICIPIO DE CAROLINA,890982616-9,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Santo Domingo,RESOLUCION 0311 DE 2013,21768883,JULIETA DEL SOCORRO PEREZ RESTREPO,CS070-2013,0,12/09/2013 12:00:00 AM,12/09/2013 12:00:00 AM,09/11/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181161;
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE DABEIBA,800096580-4,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Dabeiba,210.035.109,901.266.627-8,CONSORCIO INTERVENTOR PUNTO 5,CM 001 DE 2019,""22,400,000"",03/18/2020 12:00:00 AM,03/23/2020 12:00:00 AM,04/06/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26189520";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE MARINILLA,800095466-8,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Marinilla,2402,15439613,JORGE ALBERTO TRUJILLO VALENCIA,176SP2018,""900,000"",08/06/2018 12:00:00 AM,08/30/2018 12:00:00 AM,09/28/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187657";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE MARINILLA,800095466-8,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Marinilla,2402,15439613,JORGE ALBERTO TRUJILLO VALENCIA,176SP2018,""900,000"",08/06/2018 12:00:00 AM,08/30/2018 12:00:00 AM,09/28/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187658";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE MARINILLA,800095466-8,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Marinilla,2402,15439613,JORGE ALBERTO TRUJILLO VALENCIA,176SP2018,""900,000"",08/06/2018 12:00:00 AM,08/30/2018 12:00:00 AM,09/28/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187659";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646-3,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Rionegro,1204,900260321,CON EFECTIVIDAD S.A.S,06-334-2015,""999,055"",12/18/2017 12:00:00 AM,12/18/2017 12:00:00 AM,01/29/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186655";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646-3,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Rionegro,650,890935513,ANALYTICA SAS,06-045-2019,""15,903,790"",06/26/2019 12:00:00 AM,06/26/2019 12:00:00 AM,08/12/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188777";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646-3,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Rionegro,RESOLUCION 0233 DE 2019,800183770,MASORA,ACTA CONJUNTA 088 DE 2015,""1,564,734,671"",03/12/2019 12:00:00 AM,12/11/2020 12:00:00 AM,12/16/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810163";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646-3,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Rionegro,RESOLUCION 249 DE 2017,830513276,FACTORIAS ANDINAS SAS,06-201-2016,""247,690,000"",03/13/2017 12:00:00 AM,03/24/2017 12:00:00 AM,03/28/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185339";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646-3,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Rionegro,RESOLUCION 274 EL 2 DE JUNIO DE 2016,98639809,JUAN MANUEL SUAREZ OSORIO,06-456-2015,""13,760,000"",06/02/2016 12:00:00 AM,06/03/2016 12:00:00 AM,03/06/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185155";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646-3,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Rionegro,RESOLUCION 279 EL 3 DE JUNIO DE 2016,98639809,JUAN MANUEL SUAREZ OSORIO,456 DE 2015,""13,760,000"",06/03/2016 12:00:00 AM,06/03/2016 12:00:00 AM,03/06/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185156";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646-3,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Rionegro,RESOLUCION 296 DEL 24 DE MARZO DE 2017,8305132769,FACTORIAS ANDINAS SAS,06-201-2016,""247,690,000"",03/24/2017 12:00:00 AM,03/24/2017 12:00:00 AM,03/28/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185340";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646-3,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Rionegro,RESOLUCION 696,860050247,VIGIAS DE COLOMBIA  SRL LTDA,06-063-2016,""14,823,261"",10/07/2016 12:00:00 AM,11/17/2016 12:00:00 AM,05/23/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185655";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646-3,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Rionegro,RESOLUCION 907 DE 2017,860050247,VIGIAS DE COLOMBIA  SRL LTDA,06-063-2016,""14,823,261"",11/17/2016 12:00:00 AM,11/17/2016 12:00:00 AM,05/23/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185657";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,890204646-3,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Rionegro,RESOLUCION 940 DE 2020,800183770,MASORA,ACTA CONJUNTA 088 DE 2015,""1,564,734,671"",12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,12/17/2020 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261810174";
"ANTIOQUIA - ALCALDÍA MUNICIPIO DE YONDÓ,890984030-2,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Yondó,0461,91284266,JOSE ALEXANDER ORTIZ RODRIGUEZ,084,""24,708,000"",10/18/2013 12:00:00 AM,11/01/2013 12:00:00 AM,08/06/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618997";
"ANTIOQUIA - BIBLIOTECA PÚBLICA PILOTO DE MEDELLÍN PARA AMÉRICA LATINA - MEDELLÍN,890980150,TERRITORIAL,NACIONAL DESCENTRALIZADO,Medellín,40161,860403254,EUROPEA DE LIBROS LTDA,631 DE 2016,""5,592,000"",11/15/2016 12:00:00 AM,11/16/2016 12:00:00 AM,11/30/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184716";
"ANTIOQUIA - BIBLIOTECA PÚBLICA PILOTO DE MEDELLÍN PARA AMÉRICA LATINA - MEDELLÍN,890980150,TERRITORIAL,NACIONAL DESCENTRALIZADO,Medellín,40162,860403254,EUROPEA DE LIBROS LTDA,631 DE 2016,""5,592,000"",11/15/2016 12:00:00 AM,11/16/2016 12:00:00 AM,11/30/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184717";
